Date,Product_Name,Category,Cost_Price,Selling_Price,Inventory_Start,Restock_Received,Units_Sold,Inventory_End,Is_Promotion_Active
2025-09-29,Soft Drinks,Beverages,0.90,1.25,25,0,15,10,TRUE
2025-09-29,Energy Drinks,Beverages,1.50,2.50,9,24,10,23,FALSE
2025-09-29,Cheap Chocolates,Snacks,0.40,1.00,55,0,20,35,FALSE
2025-09-29,Gums,Snacks,0.30,1.25,71,0,6,65,FALSE
2025-09-29,Dog Treats,Snacks,2.00,4.50,8,12,3,17,FALSE
2025-09-29,Garbage Bags,Household,3.00,5.50,46,0,5,41,FALSE
2025-09-29,Sponges,Household,0.50,1.50,40,0,4,36,FALSE
2025-09-29,Aluminum Foil,Household,1.80,3.00,25,0,2,23,FALSE
2025-09-29,Napkins,Household,1.00,2.00,25,0,15,10,TRUE
2025-09-29,Disposable Plates,Household,1.50,3.00,4,20,10,14,TRUE
2025-09-29,Cleaning Spray,Household,2.00,4.00,14,0,5,9,FALSE
2025-09-29,Pens,Stationery,0.50,2.00,27,0,3,24,FALSE
2025-09-29,Notebooks,Stationery,1.00,3.00,30,0,1,29,FALSE
2025-09-29,Pads,Stationery,0.80,2.50,11,0,0,11,FALSE
2025-09-29,Superglue,Stationery,0.40,1.50,13,0,1,12,FALSE
2025-09-29,AA Batteries,Stationery,1.50,4.99,16,0,3,13,FALSE
2025-09-29,Hand Soap,Personal,1.20,2.50,11,0,3,8,FALSE
2025-09-29,Canned Tuna,Pantry,0.90,1.50,18,0,8,10,FALSE
2025-09-29,Seasonal Decor,Seasonal,2.50,5.00,8,40,30,18,TRUE
2025-09-30,Water Bottles,Beverages,0.85,1.00,50,0,25,25,TRUE
2025-09-30,Soft Drinks,Beverages,0.90,1.25,10,40,20,30,TRUE
2025-09-30,Energy Drinks,Beverages,1.50,2.50,23,0,8,15,FALSE
2025-09-30,Cheap Chocolates,Snacks,0.40,1.00,35,40,25,50,FALSE
2025-09-30,Gums,Snacks,0.30,1.25,65,40,8,97,FALSE
2025-09-30,Dog Treats,Snacks,2.00,4.50,17,0,3,14,FALSE
2025-09-30,Garbage Bags,Household,3.00,5.50,41,0,6,35,FALSE
2025-09-30,Sponges,Household,0.50,1.50,36,0,4,32,FALSE
2025-09-30,Aluminum Foil,Household,1.80,3.00,23,0,2,21,FALSE
2025-09-30,Napkins,Household,1.00,2.00,10,40,15,35,TRUE
2025-09-30,Disposable Plates,Household,1.50,3.00,14,0,8,6,TRUE
2025-09-30,Cleaning Spray,Household,2.00,4.00,9,12,4,17,FALSE
2025-09-30,Pens,Stationery,0.50,2.00,24,0,2,22,FALSE
2025-09-30,Notebooks,Stationery,1.00,3.00,29,0,1,28,FALSE
2025-09-30,Pads,Stationery,0.80,2.50,11,0,1,10,FALSE
2025-09-30,Superglue,Stationery,0.40,1.50,12,0,1,11,FALSE
2025-09-30,AA Batteries,Stationery,1.50,4.99,13,20,4,29,FALSE
2025-09-30,Hand Soap,Personal,1.20,2.50,8,12,4,16,FALSE
2025-09-30,Canned Tuna,Pantry,0.90,1.50,10,24,10,24,FALSE
2025-09-30,Seasonal Decor,Seasonal,2.50,5.00,18,50,35,33,TRUE
2025-10-01,Water Bottles,Beverages,0.85,1.00,25,80,30,75,FALSE
2025-10-01,Soft Drinks,Beverages,0.90,1.25,30,0,15,15,FALSE
2025-10-01,Energy Drinks,Beverages,1.50,2.50,15,0,8,7,FALSE
2025-10-01,Cheap Chocolates,Snacks,0.40,1.00,50,40,30,60,TRUE
2025-10-01,Gums,Snacks,0.30,1.25,97,0,8,89,FALSE
2025-10-01,Dog Treats,Snacks,2.00,4.50,14,0,3,11,FALSE
2025-10-01,Garbage Bags,Household,3.00,5.50,35,0,5,30,FALSE
2025-10-01,Sponges,Household,0.50,1.50,32,0,4,28,FALSE
2025-10-01,Aluminum Foil,Household,1.80,3.00,21,10,3,28,FALSE
2025-10-01,Napkins,Household,1.00,2.00,35,0,15,20,TRUE
2025-10-01,Disposable Plates,Household,1.50,3.00,6,20,10,16,TRUE
2025-10-01,Cleaning Spray,Household,2.00,4.00,17,0,4,13,FALSE
2025-10-01,Pens,Stationery,0.50,2.00,22,0,2,20,FALSE
2025-10-01,Notebooks,Stationery,1.00,3.00,28,0,1,27,FALSE
2025-10-01,Pads,Stationery,0.80,2.50,10,0,0,10,FALSE
2025-10-01,Superglue,Stationery,0.40,1.50,11,0,1,10,FALSE
2025-10-01,AA Batteries,Stationery,1.50,4.99,29,0,6,23,FALSE
2025-10-01,Hand Soap,Personal,1.20,2.50,16,0,4,12,FALSE
2025-10-01,Canned Tuna,Pantry,0.90,1.50,24,0,8,16,FALSE
2025-10-01,Seasonal Decor,Seasonal,2.50,5.00,33,60,50,43,TRUE
2025-10-02,Water Bottles,Beverages,0.85,1.00,75,0,25,50,FALSE
2025-10-02,Soft Drinks,Beverages,0.90,1.25,15,40,15,40,FALSE
2025-10-02,Energy Drinks,Beverages,1.50,2.50,7,24,10,21,FALSE
2025-10-02,Cheap Chocolates,Snacks,0.40,1.00,60,0,35,25,TRUE
2025-10-02,Gums,Snacks,0.30,1.25,89,0,6,83,FALSE
2025-10-02,Dog Treats,Snacks,2.00,4.50,11,0,3,8,FALSE
2025-10-02,Garbage Bags,Household,3.00,5.50,30,20,5,45,FALSE
2025-10-02,Sponges,Household,0.50,1.50,28,20,5,43,FALSE
2025-10-02,Aluminum Foil,Household,1.80,3.00,28,0,2,26,FALSE
2025-10-02,Napkins,Household,1.00,2.00,20,0,15,5,TRUE
2025-10-02,Disposable Plates,Household,1.50,3.00,16,0,8,8,TRUE
2025-10-02,Cleaning Spray,Household,2.00,4.00,13,0,4,9,FALSE
2025-10-02,Pens,Stationery,0.50,2.00,20,0,2,18,FALSE
2025-10-02,Notebooks,Stationery,1.00,3.00,27,0,1,26,FALSE
2025-10-02,Pads,Stationery,0.80,2.50,10,0,1,9,FALSE
2025-10-02,Superglue,Stationery,0.40,1.50,10,0,1,9,FALSE
2025-10-02,AA Batteries,Stationery,1.50,4.99,23,0,5,18,FALSE
2025-10-02,Hand Soap,Personal,1.20,2.50,12,0,3,9,FALSE
2025-10-02,Canned Tuna,Pantry,0.90,1.50,16,0,8,8,FALSE
2025-10-02,Seasonal Decor,Seasonal,2.50,5.00,43,60,55,48,TRUE
2025-10-03,Water Bottles,Beverages,0.85,1.00,50,0,20,30,FALSE
2025-10-03,Soft Drinks,Beverages,0.90,1.25,40,0,15,25,FALSE
2025-10-03,Energy Drinks,Beverages,1.50,2.50,21,0,5,16,FALSE
2025-10-03,Cheap Chocolates,Snacks,0.40,1.00,25,40,40,25,TRUE
2025-10-03,Gums,Snacks,0.30,1.25,83,0,8,75,FALSE
2025-10-03,Dog Treats,Snacks,2.00,4.50,8,12,3,17,FALSE
2025-10-03,Garbage Bags,Household,3.00,5.50,45,0,6,39,FALSE
2025-10-03,Sponges,Household,0.50,1.50,43,0,4,39,FALSE
2025-10-03,Aluminum Foil,Household,1.80,3.00,26,0,2,24,FALSE
2025-10-03,Napkins,Household,1.00,2.00,5,40,20,25,TRUE
2025-10-03,Disposable Plates,Household,1.50,3.00,8,20,10,18,TRUE
2025-10-03,Cleaning Spray,Household,2.00,4.00,9,12,5,16,FALSE
2025-10-03,Pens,Stationery,0.50,2.00,18,0,3,15,FALSE
2025-10-03,Notebooks,Stationery,1.00,3.00,26,0,1,25,FALSE
2025-10-03,Pads,Stationery,0.80,2.50,9,0,0,9,FALSE
2025-10-03,Superglue,Stationery,0.40,1.50,9,0,1,8,FALSE
2025-10-03,AA Batteries,Stationery,1.50,4.99,18,20,8,30,FALSE
2025-10-03,Hand Soap,Personal,1.20,2.50,9,12,4,17,FALSE
2025-10-03,Canned Tuna,Pantry,0.90,1.50,8,24,10,22,FALSE
2025-10-03,Seasonal Decor,Seasonal,2.50,5.00,48,60,60,48,TRUE
2025-10-04,Water Bottles,Beverages,0.85,1.00,30,60,25,65,FALSE
2025-10-04,Soft Drinks,Beverages,0.90,1.25,25,0,15,10,FALSE
2025-10-04,Energy Drinks,Beverages,1.50,2.50,16,0,6,10,FALSE
2025-10-04,Cheap Chocolates,Snacks,0.40,1.00,25,80,45,60,TRUE
2025-10-04,Gums,Snacks,0.30,1.25,75,0,6,69,FALSE
2025-10-04,Dog Treats,Snacks,2.00,4.50,17,0,4,13,FALSE
2025-10-04,Garbage Bags,Household,3.00,5.50,39,0,5,34,FALSE
2025-10-04,Sponges,Household,0.50,1.50,39,0,4,35,FALSE
2025-10-04,Aluminum Foil,Household,1.80,3.00,24,0,3,21,FALSE
2025-10-04,Napkins,Household,1.00,2.00,25,0,15,10,TRUE
2025-10-04,Disposable Plates,Household,1.50,3.00,18,0,10,8,TRUE
2025-10-04,Cleaning Spray,Household,2.00,4.00,16,0,4,12,FALSE
2025-10-04,Pens,Stationery,0.50,2.00,15,0,2,13,FALSE
2025-10-04,Notebooks,Stationery,1.00,3.00,25,0,1,24,FALSE
2025-10-04,Pads,Stationery,0.80,2.50,9,0,1,8,FALSE
2025-10-04,Superglue,Stationery,0.40,1.50,8,0,1,7,FALSE
2025-10-04,AA Batteries,Stationery,1.50,4.99,30,0,8,22,FALSE
2025-10-04,Hand Soap,Personal,1.20,2.50,17,0,4,13,FALSE
2025-10-04,Canned Tuna,Pantry,0.90,1.50,22,0,8,14,FALSE
2025-10-04,Seasonal Decor,Seasonal,2.50,5.00,48,60,65,43,TRUE
2025-10-05,Water Bottles,Beverages,0.85,1.00,65,0,20,45,FALSE
2025-10-05,Soft Drinks,Beverages,0.90,1.25,10,40,15,35,FALSE
2025-10-05,Energy Drinks,Beverages,1.50,2.50,10,0,5,5,FALSE
2025-10-05,Cheap Chocolates,Snacks,0.40,1.00,60,0,50,10,TRUE
2025-10-05,Gums,Snacks,0.30,1.25,69,40,8,101,FALSE
2025-10-05,Dog Treats,Snacks,2.00,4.50,13,0,3,10,FALSE
2025-10-05,Garbage Bags,Household,3.00,5.50,34,0,6,28,FALSE
2025-10-05,Sponges,Household,0.50,1.50,35,0,5,30,FALSE
2025-10-05,Aluminum Foil,Household,1.80,3.00,21,10,3,28,FALSE
2025-10-05,Napkins,Household,1.00,2.00,10,40,20,30,TRUE
2025-10-05,Disposable Plates,Household,1.50,3.00,8,20,10,18,TRUE
2025-10-05,Cleaning Spray,Household,2.00,4.00,12,0,4,8,FALSE
2025-10-05,Pens,Stationery,0.50,2.00,13,0,2,11,FALSE
2025-10-05,Notebooks,Stationery,1.00,3.00,24,0,1,23,FALSE
2025-10-05,Pads,Stationery,0.80,2.50,8,0,0,8,FALSE
2025-10-05,Superglue,Stationery,0.40,1.50,7,0,1,6,FALSE
2025-10-05,AA Batteries,Stationery,1.50,4.99,22,0,5,17,FALSE
2025-10-05,Hand Soap,Personal,1.20,2.50,13,0,3,10,FALSE
2025-10-05,Canned Tuna,Pantry,0.90,1.50,14,0,8,6,FALSE
2025-10-05,Seasonal Decor,Seasonal,2.50,5.00,43,60,70,33,TRUE
2025-10-06,Water Bottles,Beverages,0.85,1.00,45,0,20,25,FALSE
2025-10-06,Soft Drinks,Beverages,0.90,1.25,35,0,15,20,FALSE
2025-10-06,Energy Drinks,Beverages,1.50,2.50,5,30,12,23,FALSE
2025-10-06,Cheap Chocolates,Snacks,0.40,1.00,10,80,45,45,TRUE
2025-10-06,Gums,Snacks,0.30,1.25,101,0,8,93,FALSE
2025-10-06,Dog Treats,Snacks,2.00,4.50,10,0,3,7,FALSE
2025-10-06,Garbage Bags,Household,3.00,5.50,28,0,5,23,FALSE
2025-10-06,Sponges,Household,0.50,1.50,30,20,6,44,FALSE
2025-10-06,Aluminum Foil,Household,1.80,3.00,28,0,2,26,FALSE
2025-10-06,Napkins,Household,1.00,2.00,30,0,15,15,TRUE
2025-10-06,Disposable Plates,Household,1.50,3.00,18,0,10,8,TRUE
2025-10-06,Cleaning Spray,Household,2.00,4.00,8,12,4,16,FALSE
2025-10-06,Pens,Stationery,0.50,2.00,11,20,3,28,FALSE
2025-10-06,Notebooks,Stationery,1.00,3.00,23,0,1,22,FALSE
2025-10-06,Pads,Stationery,0.80,2.50,8,0,1,7,FALSE
2025-10-06,Superglue,Stationery,0.40,1.50,6,10,1,15,FALSE
2025-10-06,AA Batteries,Stationery,1.50,4.99,17,0,6,11,FALSE
2025-10-06,Hand Soap,Personal,1.20,2.50,10,12,4,18,FALSE
2025-10-06,Canned Tuna,Pantry,0.90,1.50,6,24,10,20,FALSE
2025-10-06,Seasonal Decor,Seasonal,2.50,5.00,33,60,60,33,TRUE
2025-10-07,Water Bottles,Beverages,0.85,1.00,25,80,25,80,FALSE
2025-10-07,Soft Drinks,Beverages,0.90,1.25,20,40,15,45,FALSE
2025-10-07,Energy Drinks,Beverages,1.50,2.50,23,0,8,15,FALSE
2025-10-07,Cheap Chocolates,Snacks,0.40,1.00,45,0,30,15,TRUE
2025-10-07,Gums,Snacks,0.30,1.25,93,0,6,87,FALSE
2025-10-07,Dog Treats,Snacks,2.00,4.50,7,12,3,16,FALSE
2025-10-07,Garbage Bags,Household,3.00,5.50,23,20,6,37,FALSE
2025-10-07,Sponges,Household,0.50,1.50,44,0,4,40,FALSE
2025-10-07,Aluminum Foil,Household,1.80,3.00,26,0,2,24,FALSE
2025-10-07,Napkins,Household,1.00,2.00,15,0,15,0,TRUE
2025-10-07,Disposable Plates,Household,1.50,3.00,8,0,8,0,TRUE
2025-10-07,Cleaning Spray,Household,2.00,4.00,16,0,5,11,FALSE
2025-10-07,Pens,Stationery,0.50,2.00,28,0,2,26,FALSE
2025-10-07,Notebooks,Stationery,1.00,3.00,22,0,1,21,FALSE
2025-10-07,Pads,Stationery,0.80,2.50,7,0,1,6,FALSE
2025-10-07,Superglue,Stationery,0.40,1.50,15,0,1,14,FALSE
2025-10-07,AA Batteries,Stationery,1.50,4.99,11,20,6,25,FALSE
2025-10-07,Hand Soap,Personal,1.20,2.50,18,0,4,14,FALSE
2025-10-07,Canned Tuna,Pantry,0.90,1.50,20,0,8,12,FALSE
2025-10-07,Seasonal Decor,Seasonal,2.50,5.00,33,60,65,28,TRUE
2025-10-08,Water Bottles,Beverages,0.85,1.00,80,0,20,60,FALSE
2025-10-08,Soft Drinks,Beverages,0.90,1.25,45,0,15,30,FALSE
2025-10-08,Energy Drinks,Beverages,1.50,2.50,15,0,5,10,FALSE
2025-10-08,Cheap Chocolates,Snacks,0.40,1.00,15,60,40,35,TRUE
2025-10-08,Gums,Snacks,0.30,1.25,87,0,8,79,FALSE
2025-10-08,Dog Treats,Snacks,2.00,4.50,16,0,3,13,FALSE
2025-10-08,Garbage Bags,Household,3.00,5.50,37,0,5,32,FALSE
2025-10-08,Sponges,Household,0.50,1.50,40,0,5,35,FALSE
2025-10-08,Aluminum Foil,Household,1.80,3.00,24,0,2,22,FALSE
2025-10-08,Napkins,Household,1.00,2.00,0,40,20,20,TRUE
2025-10-08,Disposable Plates,Household,1.50,3.00,0,20,10,10,TRUE
2025-10-08,Cleaning Spray,Household,2.00,4.00,11,0,4,7,FALSE
2025-10-08,Pens,Stationery,0.50,2.00,26,0,3,23,FALSE
2025-10-08,Notebooks,Stationery,1.00,3.00,21,0,1,20,FALSE
2025-10-08,Pads,Stationery,0.80,2.50,6,0,1,5,FALSE
2025-10-08,Superglue,Stationery,0.40,1.50,14,0,1,13,FALSE
2025-10-08,AA Batteries,Stationery,1.50,4.99,25,0,8,17,FALSE
2025-10-08,Hand Soap,Personal,1.20,2.50,14,0,3,11,FALSE
2025-10-08,Canned Tuna,Pantry,0.90,1.50,12,0,6,6,FALSE
2025-10-08,Seasonal Decor,Seasonal,2.50,5.00,28,60,60,28,TRUE
2025-10-09,Water Bottles,Beverages,0.85,1.00,60,0,20,40,FALSE
2025-10-09,Soft Drinks,Beverages,0.90,1.25,30,0,10,20,FALSE
2025-10-09,Energy Drinks,Beverages,1.50,2.50,10,0,5,5,FALSE
2025-10-09,Cheap Chocolates,Snacks,0.40,1.00,35,40,40,35,TRUE
2025-10-09,Gums,Snacks,0.30,1.25,79,0,8,71,FALSE
2025-10-09,Dog Treats,Snacks,2.00,4.50,13,0,3,10,FALSE
2025-10-09,Garbage Bags,Household,3.00,5.50,32,0,5,27,FALSE
2025-10-09,Sponges,Household,0.50,1.50,35,0,4,31,FALSE
2025-10-09,Aluminum Foil,Household,1.80,3.00,22,0,2,20,FALSE
2025-10-09,Napkins,Household,1.00,2.00,20,0,15,5,TRUE
2025-10-09,Disposable Plates,Household,1.50,3.00,10,0,8,2,TRUE
2025-10-09,Cleaning Spray,Household,2.00,4.00,7,12,4,15,FALSE
2025-10-09,Pens,Stationery,0.50,2.00,23,0,2,21,FALSE
2025-10-09,Notebooks,Stationery,1.00,3.00,20,0,1,19,FALSE
2025-10-09,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-10-09,Superglue,Stationery,0.40,1.50,13,0,1,12,FALSE
2025-10-09,AA Batteries,Stationery,1.50,4.99,17,0,8,9,FALSE
2025-10-09,Hand Soap,Personal,1.20,2.50,11,0,3,8,FALSE
2025-10-09,Canned Tuna,Pantry,0.90,1.50,6,24,10,20,FALSE
2025-10-09,Seasonal Decor,Seasonal,2.50,5.00,28,60,70,18,TRUE
2025-10-10,Water Bottles,Beverages,0.85,1.00,40,0,15,25,FALSE
2025-10-10,Soft Drinks,Beverages,0.90,1.25,20,40,15,45,FALSE
2025-10-10,Energy Drinks,Beverages,1.50,2.50,5,24,10,19,FALSE
2025-10-10,Cheap Chocolates,Snacks,0.40,1.00,35,40,45,30,TRUE
2025-10-10,Gums,Snacks,0.30,1.25,71,40,6,105,FALSE
2025-10-10,Dog Treats,Snacks,2.00,4.50,10,0,2,8,FALSE
2025-10-10,Garbage Bags,Household,3.00,5.50,27,20,6,41,FALSE
2025-10-10,Sponges,Household,0.50,1.50,31,20,5,46,FALSE
2025-10-10,Aluminum Foil,Household,1.80,3.00,20,10,3,27,FALSE
2025-10-10,Napkins,Household,1.00,2.00,5,40,20,25,TRUE
2025-10-10,Disposable Plates,Household,1.50,3.00,2,20,10,12,TRUE
2025-10-10,Cleaning Spray,Household,2.00,4.00,15,0,5,10,FALSE
2025-10-10,Pens,Stationery,0.50,2.00,21,0,2,19,FALSE
2025-10-10,Notebooks,Stationery,1.00,3.00,19,0,1,18,FALSE
2025-10-10,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-10-10,Superglue,Stationery,0.40,1.50,12,0,1,11,FALSE
2025-10-10,AA Batteries,Stationery,1.50,4.99,9,20,8,21,FALSE
2025-10-10,Hand Soap,Personal,1.20,2.50,8,12,4,16,FALSE
2025-10-10,Canned Tuna,Pantry,0.90,1.50,20,0,8,12,FALSE
2025-10-10,Seasonal Decor,Seasonal,2.50,5.00,18,80,75,23,TRUE
2025-10-11,Water Bottles,Beverages,0.85,1.00,25,60,25,60,FALSE
2025-10-11,Soft Drinks,Beverages,0.90,1.25,45,0,15,30,FALSE
2025-10-11,Energy Drinks,Beverages,1.50,2.50,19,0,8,11,FALSE
2025-10-11,Cheap Chocolates,Snacks,0.40,1.00,30,40,50,20,TRUE
2025-10-11,Gums,Snacks,0.30,1.25,105,0,8,97,FALSE
2025-10-11,Dog Treats,Snacks,2.00,4.50,8,12,3,17,FALSE
2025-10-11,Garbage Bags,Household,3.00,5.50,41,0,5,36,FALSE
2025-10-11,Sponges,Household,0.50,1.50,46,0,4,42,FALSE
2025-10-11,Aluminum Foil,Household,1.80,3.00,27,0,2,25,FALSE
2025-10-11,Napkins,Household,1.00,2.00,25,0,15,10,TRUE
2025-10-11,Disposable Plates,Household,1.50,3.00,12,0,10,2,TRUE
2025-10-11,Cleaning Spray,Household,2.00,4.00,10,0,4,6,FALSE
2025-10-11,Pens,Stationery,0.50,2.00,19,0,2,17,FALSE
2025-10-11,Notebooks,Stationery,1.00,3.00,18,0,1,17,FALSE
2025-10-11,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-10-11,Superglue,Stationery,0.40,1.50,11,0,1,10,FALSE
2025-10-11,AA Batteries,Stationery,1.50,4.99,21,0,8,13,FALSE
2025-10-11,Hand Soap,Personal,1.20,2.50,16,0,4,12,FALSE
2025-10-11,Canned Tuna,Pantry,0.90,1.50,12,0,6,6,FALSE
2025-10-11,Seasonal Decor,Seasonal,2.50,5.00,23,60,65,18,TRUE
2025-10-12,Water Bottles,Beverages,0.85,1.00,60,0,20,40,FALSE
2025-10-12,Soft Drinks,Beverages,0.90,1.25,30,0,10,20,FALSE
2025-10-12,Energy Drinks,Beverages,1.50,2.50,11,0,5,6,FALSE
2025-10-12,Cheap Chocolates,Snacks,0.40,1.00,20,60,55,25,TRUE
2025-10-12,Gums,Snacks,0.30,1.25,97,0,8,89,FALSE
2025-10-12,Dog Treats,Snacks,2.00,4.50,17,0,4,13,FALSE
2025-10-12,Garbage Bags,Household,3.00,5.50,36,0,5,31,FALSE
2025-10-12,Sponges,Household,0.50,1.50,42,0,5,37,FALSE
2025-10-12,Aluminum Foil,Household,1.80,3.00,25,0,2,23,FALSE
2025-10-12,Napkins,Household,1.00,2.00,10,0,10,0,TRUE
2025-10-12,Disposable Plates,Household,1.50,3.00,2,20,10,12,TRUE
2025-10-12,Cleaning Spray,Household,2.00,4.00,6,12,4,14,FALSE
2025-10-12,Pens,Stationery,0.50,2.00,17,0,2,15,FALSE
2025-10-12,Notebooks,Stationery,1.00,3.00,17,0,1,16,FALSE
2025-10-12,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-10-12,Superglue,Stationery,0.40,1.50,10,0,1,9,FALSE
2025-10-12,AA Batteries,Stationery,1.50,4.99,13,0,6,7,FALSE
2025-10-12,Hand Soap,Personal,1.20,2.50,12,0,3,9,FALSE
2025-10-12,Canned Tuna,Pantry,0.90,1.50,6,24,10,20,FALSE
2025-10-12,Seasonal Decor,Seasonal,2.50,5.00,18,60,65,13,TRUE
2025-10-13,Water Bottles,Beverages,0.85,1.00,40,0,15,25,FALSE
2025-10-13,Soft Drinks,Beverages,0.90,1.25,20,40,15,45,FALSE
2025-10-13,Energy Drinks,Beverages,1.50,2.50,6,30,10,26,FALSE
2025-10-13,Cheap Chocolates,Snacks,0.40,1.00,25,40,40,25,TRUE
2025-10-13,Gums,Snacks,0.30,1.25,89,0,8,81,FALSE
2025-10-13,Dog Treats,Snacks,2.00,4.50,13,0,3,10,FALSE
2025-10-13,Garbage Bags,Household,3.00,5.50,31,0,5,26,FALSE
2025-10-13,Sponges,Household,0.50,1.50,37,0,4,33,FALSE
2025-10-13,Aluminum Foil,Household,1.80,3.00,23,0,2,21,FALSE
2025-10-13,Napkins,Household,1.00,2.00,0,40,20,20,TRUE
2025-10-13,Disposable Plates,Household,1.50,3.00,12,0,8,4,TRUE
2025-10-13,Cleaning Spray,Household,2.00,4.00,14,0,5,9,FALSE
2025-10-13,Pens,Stationery,0.50,2.00,15,0,2,13,FALSE
2025-10-13,Notebooks,Stationery,1.00,3.00,16,0,1,15,FALSE
2025-10-13,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-10-13,Superglue,Stationery,0.40,1.50,9,0,1,8,FALSE
2025-10-13,AA Batteries,Stationery,1.50,4.99,7,20,8,19,FALSE
2025-10-13,Hand Soap,Personal,1.20,2.50,9,12,4,17,FALSE
2025-10-13,Canned Tuna,Pantry,0.90,1.50,20,0,8,12,FALSE
2025-10-13,Seasonal Decor,Seasonal,2.50,5.00,13,60,65,8,TRUE
2025-10-14,Water Bottles,Beverages,0.85,1.00,25,60,20,65,FALSE
2025-10-14,Soft Drinks,Beverages,0.90,1.25,45,0,15,30,FALSE
2025-10-14,Energy Drinks,Beverages,1.50,2.50,26,0,8,18,FALSE
2025-10-14,Cheap Chocolates,Snacks,0.40,1.00,25,60,55,30,TRUE
2025-10-14,Gums,Snacks,0.30,1.25,81,0,6,75,FALSE
2025-10-14,Dog Treats,Snacks,2.00,4.50,10,0,3,7,FALSE
2025-10-14,Garbage Bags,Household,3.00,5.50,26,20,6,40,FALSE
2025-10-14,Sponges,Household,0.50,1.50,33,20,5,48,FALSE
2025-10-14,Aluminum Foil,Household,1.80,3.00,21,10,3,28,FALSE
2025-10-14,Napkins,Household,1.00,2.00,20,0,15,5,TRUE
2025-10-14,Disposable Plates,Household,1.50,3.00,4,20,10,14,TRUE
2025-10-14,Cleaning Spray,Household,2.00,4.00,9,12,4,17,FALSE
2025-10-14,Pens,Stationery,0.50,2.00,13,0,2,11,FALSE
2025-10-14,Notebooks,Stationery,1.00,3.00,15,0,1,14,FALSE
2025-10-14,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-10-14,Superglue,Stationery,0.40,1.50,8,0,1,7,FALSE
2025-10-14,AA Batteries,Stationery,1.50,4.99,19,0,8,11,FALSE
2025-10-14,Hand Soap,Personal,1.20,2.50,17,0,4,13,FALSE
2025-10-14,Canned Tuna,Pantry,0.90,1.50,12,0,8,4,FALSE
2025-10-14,Seasonal Decor,Seasonal,2.50,5.00,8,80,75,13,TRUE
2025-10-15,Water Bottles,Beverages,0.85,1.00,65,0,20,45,FALSE
2025-10-15,Soft Drinks,Beverages,0.90,1.25,30,0,10,20,FALSE
2025-10-15,Energy Drinks,Beverages,1.50,2.50,18,0,5,13,FALSE
2025-10-15,Cheap Chocolates,Snacks,0.40,1.00,30,40,45,25,TRUE
2025-10-15,Gums,Snacks,0.30,1.25,75,40,8,107,FALSE
2025-10-15,Dog Treats,Snacks,2.00,4.50,7,12,4,15,FALSE
2025-10-15,Garbage Bags,Household,3.00,5.50,40,0,5,35,FALSE
2025-10-15,Sponges,Household,0.50,1.50,48,0,4,44,FALSE
2025-10-15,Aluminum Foil,Household,1.80,3.00,28,0,2,26,FALSE
2025-10-15,Napkins,Household,1.00,2.00,5,40,20,25,TRUE
2025-10-15,Disposable Plates,Household,1.50,3.00,14,0,10,4,TRUE
2025-10-15,Cleaning Spray,Household,2.00,4.00,17,0,4,13,FALSE
2025-10-15,Pens,Stationery,0.50,2.00,11,0,2,9,FALSE
2025-10-15,Notebooks,Stationery,1.00,3.00,14,0,1,13,FALSE
2025-10-15,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-10-15,Superglue,Stationery,0.40,1.50,7,0,1,6,FALSE
2025-10-15,AA Batteries,Stationery,1.50,4.99,11,20,8,23,FALSE
2025-10-15,Hand Soap,Personal,1.20,2.50,13,0,3,10,FALSE
2025-10-15,Canned Tuna,Pantry,0.90,1.50,4,24,10,18,FALSE
2025-10-15,Seasonal Decor,Seasonal,2.50,5.00,13,80,75,18,TRUE
2025-10-16,Water Bottles,Beverages,0.85,1.00,45,0,15,30,FALSE
2025-10-16,Soft Drinks,Beverages,0.90,1.25,20,40,15,45,FALSE
2025-10-16,Energy Drinks,Beverages,1.50,2.50,13,0,5,8,FALSE
2025-10-16,Cheap Chocolates,Snacks,0.40,1.00,25,60,50,35,TRUE
2025-10-16,Gums,Snacks,0.30,1.25,107,0,8,99,FALSE
2025-10-16,Dog Treats,Snacks,2.00,4.50,15,0,3,12,FALSE
2025-10-16,Garbage Bags,Household,3.00,5.50,35,0,5,30,FALSE
2025-10-16,Sponges,Household,0.50,1.50,44,0,4,40,FALSE
2025-10-16,Aluminum Foil,Household,1.80,3.00,26,0,2,24,FALSE
2025-10-16,Napkins,Household,1.00,2.00,25,0,15,10,TRUE
2025-10-16,Disposable Plates,Household,1.50,3.00,4,20,10,14,TRUE
2025-10-16,Cleaning Spray,Household,2.00,4.00,13,0,4,9,FALSE
2025-10-16,Pens,Stationery,0.50,2.00,9,0,2,7,FALSE
2025-10-16,Notebooks,Stationery,1.00,3.00,13,0,1,12,FALSE
2025-10-16,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
